geo_level_1_id,freq,pct
6,24381,9.355681674283675
26,22615,8.67801735219742
10,22079,8.47233893960499
17,21813,8.37026719007218
8,19080,7.3215375228798045
7,18994,7.288536882053408
20,17216,6.6062678193867255
21,14889,5.713331875165483
4,14568,5.590155064639045
27,12532,4.808884079493172
13,9608,3.686862291395659
11,8220,3.1542472975928724
3,7540,2.8933119980353106
22,6252,2.3990698424027537
25,5624,2.158088418693712
16,4332,1.6623113495343456
0,4011,1.5391345390079085
9,3958,1.5187969347776868
12,3194,1.225628451157133
18,3189,1.2237098092486214
1,2701,1.036450358977901
5,2690,1.0322293467791759
30,2686,1.0306944332523666
15,2320,0.8902498455493263
14,1714,0.6577104462377351
24,1310,0.5026841800300076
23,1121,0.4301595158882736
2,931,0.35725112336483744
29,396,0.15195643915410917
19,372,0.14274695799325407
28,265,0.1016880211511084
